"district","hh_id","shed","q1","q1a","q1b","consent","mcc.q4","mcc.q5","mcc.secB_group.b01","mcc.secB_group.b02.5","mcc.secB_group.b02.6","mcc.secB_group.b02.7","mcc.secB_group.b02.99","mcc.secB_group.b03","mcc.secB_group.b04","mcc.secB_group.b05.1","mcc.secB_group.b05.2","mcc.secB_group.b05.3","mcc.secB_group.b05.4","mcc.secB_group.b05.5","mcc.secB_group.b05.6","mcc.secB_group.b05.7","mcc.secB_group.b05.8","mcc.secB_group.b05.96","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.q14","mcc.secC_group.q15","mcc.secC_group.q16","mcc.secC_group.q17","mcc.secC_group.q18","mcc.secC_group.q19","mcc.secC_group.q20","mcc.secC_group.q21","mcc.secC_group.q22","mcc.secC_group.q23","mcc.secC_group.q24","mcc.secC_group.q25","mcc.secC_group.q26","mcc.secC_group.q27","mcc.secC_group.q28","mcc.secC_group.q28b","mcc.secC_group.q28c","mcc.secC_group.q28d","mcc.secC_group.q28e","mcc.secC_group.secC_subgroup.q29","mcc.secC_group.secC_subgroup.q30","mcc.secC_group.secC_subgroup.q30a","mcc.secC_group.secC_subgroup.q30b","mcc.secC_group.secC_subgroup.q31","mcc.secC_group.secC_subgroup.q32","mcc.secC_group.secC_subgroup.q33","mcc.secC_group.q34","mcc.secC_group.q35","mcc.secC_group.q36","mcc.secC_group.q37","mcc.secC_group.q38","mcc.secC_group.q39.1","mcc.secC_group.q39.2","mcc.secC_group.q39.3","mcc.secC_group.q39.4","mcc.secC_group.q39.5","mcc.secC_group.q39.6","mcc.secC_group.q39.7","mcc.secC_group.q39.8","mcc.secC_group.q39.9","mcc.secC_group.q39.10","mcc.secC_group.q39.11","mcc.secC_group.q39.96","mcc.secC_group.q39.98","mcc.secC_group.q41","mcc.secC_group.q42","mcc.secC_group.q43","mcc.secD_group.q49","mcc.secD_group.q50","mcc.secD_group.q51","mcc.secD_group.q52","mcc.secD_group.q53","mcc.secD_group.q54","mcc.secD_group.q55","mcc.secD_group.q56","mcc.secD_group.q57","mcc.secD_group.q58","mcc.secD_group.q59","mcc.secD_group.q60","mcc.secD_group.q61","mcc.secD_group.q62","mcc.secD_group.q63","mcc.secD_group.q64","mcc.secD_group.q65","mcc.secD_group.q66","mcc.secD_group.q67","mcc.secD_group.q68","mcc.secD_group.q69","mcc.secD_group.q70","mcc.secD_group.q71","mcc.secD_group.q72","mcc.secD_group.q73","mcc.secD_group.q74","mcc.secD_group.q75","mcc.secD_group.q76","mcc.secD_group.q88","mcc.secD_group.q89","mcc.secD_group.q90","mcc.secD_group.q91","mcc.secD_group.q92","mcc.secD_group.q93","mcc.secD_group.q94","mcc.secD_group.q95","mcc.secD_group.q96","mcc.secD_group.q97","mcc.secE_group.q98","mcc.secE_group.q99","mcc.secE_group.q100","mcc.secE_group.q101","mcc.secE_group.q102","mcc.secE_group.q102b","mcc.secE_group.q102c","mcc.secF_group.c1","mcc.secF_group.x1","mcc.secF_group.c6","mcc.secF_group.x3","mcc.secF_group.c11","mcc.secF_group.x5","mcc.secF_group.c13","mcc.secF_group.x7","mcc.secF_group.c16","mcc.secF_group.x9","mcc.secF_group.c2","mcc.secF_group.x11","mcc.secF_group.x13","mcc.secF_group.x18","mcc.secF_group.c3","mcc.secF_group.x21","mcc.secF_group.x23","mcc.secF_group.x28","mcc.secF_group.c4","mcc.secF_group.x31","mcc.secF_group.x33","mcc.secF_group.x38","mcc.secF_group.c5","mcc.secF_group.x41","mcc.secF_group.x43","mcc.secF_group.x44","mcc.secF_group.c7","mcc.secF_group.x51","mcc.secF_group.x48","mcc.secF_group.c8","mcc.secF_group.x61","mcc.secF_group.x62","mcc.secF_group.c9","mcc.secF_group.x71","mcc.secF_group.x73","mcc.secF_group.x78","mcc.secF_group.c10","mcc.secF_group.x81","mcc.secF_group.x83","mcc.secF_group.x88","mcc.secF_group.c12","mcc.secF_group.x91","mcc.secF_group.x93","mcc.secF_group.x98","mcc.secF_group.c14","mcc.secF_group.x101","mcc.secF_group.x103","mcc.secF_group.x108","mcc.secF_group.c15","mcc.secF_group.x111","mcc.secF_group.x113","mcc.secF_group.x118","mcc.secF_group.c17","mcc.secF_group.c18.1","mcc.secF_group.c18.2","mcc.secF_group.c18.3","mcc.secF_group.c18.4","mcc.secF_group.c18.5","mcc.secF_group.c18.6","mcc.secF_group.c19.1","mcc.secF_group.c19.2","mcc.secF_group.c19.3","mcc.secF_group.c19.4","mcc.secF_group.c19.5","mcc.secF_group.c19.6","mcc.secF_group.c19.7","mcc.secF_group.c19.8","mcc.secF_group.c19.96","mcc.secF_group.c154","mcc.secF_group.c155.1","mcc.secF_group.c155.2","mcc.secF_group.c155.3","mcc.secF_group.c155.4","mcc.secF_group.c155.5","mcc.secF_group.c155.96","mcc.secF_group.c155.98","mcc.secF_group.c158","mcc.secF_group.c159","mcc.secF_group.c163","mcc.secF_group.c164","mcc.secF_group.c169x","mcc.secF_group.c169x2","mcc.secF_group.c169x1","mcc.secF_group.c170","mcc.secF_group.c171.1","mcc.secF_group.c171.2","mcc.secF_group.c171.3","mcc.secF_group.c172","mcc.secF_group.c173","mcc.secF_group.c174.1","mcc.secF_group.c174.2","mcc.secF_group.c174.3","mcc.secF_group.c174.4","mcc.secF_group.c174.5","mcc.secF_group.c174.96","mcc.secF_group.c180","mcc.secF_group.c181","mcc.secF_group.c182","mcc.secG_group.f01","mcc.secG_group.f02","mcc.secG_group.f03","mcc.secG_group.f04","mcc.secG_group.f05","mcc.secH_group.g01","mcc.secH_group.g02","mcc.secH_group.g03","mcc.secH_group.g04","mcc.secH_group.g05","mcc.secH_group.g06","mcc.secH_group.g07","mcc.secH_group.g08","mcc.secH_group.g09","mcc.secH_group.g10","mcc.secH_group.g11"
"KIRUHURA","n/a","n/a",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","3","2","25","1200","0","n/a","4","4","n/a","3000","60","50","07:00:00.000+03:00","1","0","0","0","1","1","3","3","3","9000","2","2","2","2","n/a","2","18:00:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","999","2000","25","2000","0","0","0","0","2000","0","0","999","1","3","650","800","25","800","0","0","0","0","800","0","0","999","25","8","6","0","2","0","0","1","1","0","2","3","3","0","0","0","450000","0","1","1","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","True","True","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","3","98","2","2","n/a","n/a","1","True","True","True","1","8","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","1","2","2","2","2","3","3","1"
"KIRUHURA","M_17","SW",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Other","2","n/a","8","1","n/a","n/a","9","20000","1","3","n/a","50000","50","10","07:00:00.000+03:00","0","1","0","0","2","5","0","0","0","55000","3","1","1","2","n/a","1","10:30:00.000+03:00","3","False","False","False","False","False","False","False","False","False","False","True","False","False","2","n/a","n/a","4","1000","5000","1","5000","0","0","0","0","5000","0","0","1050","1","4","1050","7000","1","7000","0","0","0","0","1","0","0","1100","1","1","1","0","0","0","0","2","1","3","0","8","6","2","0","0","300000","250000","1","2","3","n/a","1","1","3","n/a","1","1","1","3","500000","2","1","2","80000","2","1","2","65000","2","1","2","80000","2","3","n/a","n/a","1","2","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","2","1000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","True","False","False","False","False","True","True","True","False","False","False","False","False","False","1","False","False","True","True","True","False","False","1","2","6","1","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","1","1","1","1","2","3","3","2"
"KIRUHURA","M_9","SW",1,"2","1",1,"Female","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","7","1","n/a","n/a","13","1100","3","3","n/a","2940","35","15","07:00:00.000+03:00","0","0","0","0","1","1","1","1","999","999","2","3","3","2","n/a","2","11:00:00.000+03:00","4","False","False","False","False","False","True","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","250","3","250","0","0","0","0","250","0","0","999","1","1","800","2700","25","2700","0","0","2700","0","0","0","0","950","1","8","8","0","0","0","0","1","1","0","0","2","1","1","0","0","100000","250000","1","4","1","2","3","n/a","1","2","3","n/a","1","2","999","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","2","4","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","True","False","False","False","False","True","True","False","False","True","False","False","False","False","1","False","True","False","True","False","False","False","1","2","6","1","1","1","999","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","1","2","1","1","2","2","2","2","4","4","2"
"KIRUHURA","M_34","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","3","5","2","25","1000","45","1800","3","3","n/a","2500","45","95","07:00:00.000+03:00","0","0","0","0","1","1","0","0","0","2500","98","98","98","2","n/a","2","11:00:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1300","700","25","700","0","0","0","0","700","0","0","1400","1","3","1000","1500","1500","1500","0","0","0","0","1500","0","0","1100","0","10","9","1","0","0","0","2","1","0","0","2","2","0","0","0","450000","0","1","2","1","2","3","n/a","1","2","3","n/a","1","2","500000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","True","False","False","False","False","True","False","True","False","False","False","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","6","1","1","1","20000","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","1","1","1","1","1","4","4","3"
"KIRUHURA","M_30","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","5","2","10","500","30","2000","3","3","n/a","3000","25","25","07:30:00.000+03:00","0","0","0","0","1","1","999","2","3","999","2","2","1","2","n/a","2","11:00:00.000+03:00","4","True","False","False","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","700","700","36","700","0","0","0","0","700","0","0","800","1","3","800","700","36","700","0","0","700","0","0","0","0","900","1","0","0","0","0","0","0","2","1","0","0","2","1","1","0","0","200000","350000","1","2","1","2","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","True","True","False","False","False","False","False","False","2","False","True","False","False","False","False","False","3","n/a","n/a","n/a","1","1","250000","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","2","2","2","2","2","2","4","3"
"KIRUHURA","M_25","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","2","5","200","65","1600","3","3","n/a","2934","45","65","07:00:00.000+03:00","999","0","0","0","1","1","2","2","2","5000","2","3","2","2","n/a","1","12:30:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1100","1300","65","1300","0","0","0","0","1300","0","0","1200","1","1","1000","1700","65","1700","0","0","0","0","1700","0","0","1200","60","2","1","0","0","0","0","1","0","0","1","4","4","0","4","0","950000","0","3","n/a","2","2","1","1","3","n/a","3","n/a","3","n/a","n/a","n/a","1","2","8000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","4","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","3","3","4"
"KIRUHURA","M_27","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","3","2","10","4200","2","500","3","3","n/a","5100","55","75","07:00:00.000+03:00","1","1","0","0","1","1","3","3","4","50000","2","2","2","2","n/a","1","12:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1200","2500","5","2500","0","0","2500","0","2500","0","0","1000","5","1","500","5000","5","5000","0","0","0","0","5000","0","0","600","1","10","10","0","0","0","0","3","1","0","2","2","2","0","0","0","200000","0","1","1","2","3","1","3","2","2","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","2","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","4","4","4"
"KIRUHURA","M_33","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","5","2","8","5000","8","5000","3","2","2000","15000","75","95","10:00:00.000+03:00","3","5","0","0","1","3","3","3","3","20000","1","3","2","2","n/a","1","19:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","4","1200","10000","8","10000","0","0","0","0","12000","0","0","0","0","6","950","15000","8","15000","0","0","0","0","15000","0","0","0","0","20","17","0","0","0","0","6","1","3","999","14","13","1","0","0","2600000","250000","1","1","1","1","1","1","3","n/a","1","1","1","1","200000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","3","4","4"
"KIRUHURA","M_5","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","3","1","n/a","n/a","4","1200","3","3","n/a","3200","55","90","07:00:00.000+03:00","1","1","0","0","1","1","0","0","1","2000","2","3","2","2","n/a","1","12:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","1800","6","2000","0","0","2000","0","0","0","5","0","1","1","800","2500","6","2500","0","0","2500","0","0","0","0","800","1","5","5","0","0","0","0","3","1","0","4","3","3","0","0","0","150000","0","1","1","2","3","1","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","False","True","True","False","False","False","False","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","2","n/a","2","n/a","n/a","2","1","2","2","2","2","2","2","4","3","4"
"MASINDI","M_65","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","4","2","30","2500","0","n/a","2","2","300","6180","50","100","07:00:00.000+03:00","2","2","0","0","2","1","9","8","5","31500","2","2","2","2","n/a","1","11:00:00.000+03:00","3","True","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1200","3000","30","3000","0","0","0","0","3000","0","0","1200","1","1","600","6000","30","0","0","0","0","0","6000","0","0","600","3","2","2","0","0","0","0","3","0","4","0","3","3","0","0","0","200000","0","3","n/a","2","1","2","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","6","2","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","1","1","2","2","2","2","2","2","2","3"
"MASINDI","M_68","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","3","2","35","2500","0","n/a","3","3","n/a","3200","50","100","07:00:00.000+03:00","1","0","0","0","1","1","3","2","2","6000","2","2","2","2","n/a","1","11:30:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","1","1","96","1","1000","700","12","0","0","0","0","0","700","0","0","1200","12","1","400","3500","1","3500","0","0","0","0","3500","0","0","400","40","11","10","0","0","0","0","2","0","6","2","2","1","0","1","0","400000","0","3","n/a","2","2","2","1","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2","98","1","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","1","2","2","2","2","2","2","2","3","5"
"MASINDI","M_67","C",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","1","n/a","n/a","25","5000","2","1","200","5050","40","95","07:00:00.000+03:00","2","1","1","999","1","1","2","2","2","15000","1","1","1","1","25","1","11:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1100","3000","20","5000","0","0","0","0","5000","0","999","1400","1","1","600","5000","30","5000","0","0","0","0","5000","0","0","800","2","5","5","0","0","0","0","4","1","3","10","3","3","0","0","0","250000","0","1","1","1","4","1","1","1","3","3","n/a","2","1","30000","2","2","3","10000","2","1","1","30000","2","3","n/a","n/a","n/a","3","n/a","n/a","2","1","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","150000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","True","False","False","False","False","False","False","1","1","1","1","1","98","999","1","True","True","True","1","1","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","1","1","1","1","2","1","2","2","4","4","5"
"KIRUHURA","M_23","SW",1,"2","1",1,"Male","6","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","5","2","40","1200","82","3000","3","2","300","5300","65","100","08:00:00.000+03:00","1","5","0","0","1","1","3","15000","3","15000","2","2","2","1","82","1","13:30:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","3400","122","3400","0","0","0","0","3400","0","0","0","1","1","850","5500","1","5500","0","0","0","0","5500","0","0","800","1","6","6","0","0","0","0","1","1","0","2","4","4","0","0","0","100000","0","1","1","1","3","1","1","1","3","3","n/a","2","2","450000","2","1","1","500000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","1","3","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","3","1500000","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","1","4","4000","1","True","True","True","1","3","True","False","False","False","False","False","1","1","2","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","3","4","3"
"KIRUHURA","M_2","SW",1,"2","1",1,"Male","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","4","2","5","70","56","1200","3","3","n/a","2975","55","100","08:00:00.000+03:00","4","5","0","0","2","1","2","2","2","99","2","2","3","2","n/a","1","12:00:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","1000","50","1000","0","0","0","0","1000","0","0","1300","1","1","850","1600","56","1100","0","0","0","0","1100","0","0","9500","1","14","10","0","0","0","0","1","1","0","1","5","4","1","0","0","200000","150000","2","2","2","2","1","1","2","2","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","1000000","2","2","2","5000000","2","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","False","True","False","False","False","False","False","3","n/a","n/a","n/a","1","1","100000","1","True","True","False","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","1","4","2","n/a","n/a","1","1","1","1","1","2","1","1","5","1","5"
"KIRUHURA","M_22","SW",1,"2","1",1,"Male","5","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manager","2","n/a","6","2","44","900","0","n/a","3","3","n/a","6000","25","70","07:30:00.000+03:00","1","2","0","0","1","1","2","2","2","9700","2","2","2","2","n/a","1","11:30:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","800","1500","25","0","0","0","0","0","1500","0","0","999","999","3","750","1600","25","1600","0","0","0","0","1600","0","0","999","999","18","15","0","0","0","0","3","1","1","0","3","2","1","0","0","999","500000","1","2","3","n/a","1","1","3","n/a","3","n/a","2","3","300000","98","3","n/a","n/a","n/a","1","2","999","2","3","n/a","n/a","n/a","3","n/a","n/a","2","3","98","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","1000000","98","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","4"
"KIRUHURA","M_26","SW",1,"1","n/a",1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","3","1","n/a","n/a","8","7000","1","1","2000","7000","50","100","08:00:00.000+03:00","2","1","0","0","1","2","2","2","2","999","2","3","2","1","24","2","11:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1100","3500","8","3500","0","0","0","0","3500","0","0","1100","1","3","800","7000","8","0","0","0","0","0","7000","0","0","800","1","25","25","0","0","0","1","1","1","2","0","5","4","1","0","0","1000000","500000","1","1","1","3","1","1","3","n/a","3","n/a","2","1","5000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","8640000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","1","2","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","96","2","n/a","n/a","2","1","1","2","1","1","2","2","4","4","4"
