"district","hh_id","shed","q1","q1a","q1b","consent","mcc.q4","mcc.q5","mcc.secB_group.b01","mcc.secB_group.b02.5","mcc.secB_group.b02.6","mcc.secB_group.b02.7","mcc.secB_group.b02.99","mcc.secB_group.b03","mcc.secB_group.b04","mcc.secB_group.b05.1","mcc.secB_group.b05.2","mcc.secB_group.b05.3","mcc.secB_group.b05.4","mcc.secB_group.b05.5","mcc.secB_group.b05.6","mcc.secB_group.b05.7","mcc.secB_group.b05.8","mcc.secB_group.b05.96","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.q14","mcc.secC_group.q15","mcc.secC_group.q16","mcc.secC_group.q17","mcc.secC_group.q18","mcc.secC_group.q19","mcc.secC_group.q20","mcc.secC_group.q21","mcc.secC_group.q22","mcc.secC_group.q23","mcc.secC_group.q24","mcc.secC_group.q25","mcc.secC_group.q26","mcc.secC_group.q27","mcc.secC_group.q28","mcc.secC_group.q28b","mcc.secC_group.q28c","mcc.secC_group.q28d","mcc.secC_group.q28e","mcc.secC_group.secC_subgroup.q29","mcc.secC_group.secC_subgroup.q30","mcc.secC_group.secC_subgroup.q30a","mcc.secC_group.secC_subgroup.q30b","mcc.secC_group.secC_subgroup.q31","mcc.secC_group.secC_subgroup.q32","mcc.secC_group.secC_subgroup.q33","mcc.secC_group.q34","mcc.secC_group.q35","mcc.secC_group.q36","mcc.secC_group.q37","mcc.secC_group.q38","mcc.secC_group.q39.1","mcc.secC_group.q39.2","mcc.secC_group.q39.3","mcc.secC_group.q39.4","mcc.secC_group.q39.5","mcc.secC_group.q39.6","mcc.secC_group.q39.7","mcc.secC_group.q39.8","mcc.secC_group.q39.9","mcc.secC_group.q39.10","mcc.secC_group.q39.11","mcc.secC_group.q39.96","mcc.secC_group.q39.98","mcc.secC_group.q41","mcc.secC_group.q42","mcc.secC_group.q43","mcc.secD_group.q49","mcc.secD_group.q50","mcc.secD_group.q51","mcc.secD_group.q52","mcc.secD_group.q53","mcc.secD_group.q54","mcc.secD_group.q55","mcc.secD_group.q56","mcc.secD_group.q57","mcc.secD_group.q58","mcc.secD_group.q59","mcc.secD_group.q60","mcc.secD_group.q61","mcc.secD_group.q62","mcc.secD_group.q63","mcc.secD_group.q64","mcc.secD_group.q65","mcc.secD_group.q66","mcc.secD_group.q67","mcc.secD_group.q68","mcc.secD_group.q69","mcc.secD_group.q70","mcc.secD_group.q71","mcc.secD_group.q72","mcc.secD_group.q73","mcc.secD_group.q74","mcc.secD_group.q75","mcc.secD_group.q76","mcc.secD_group.q88","mcc.secD_group.q89","mcc.secD_group.q90","mcc.secD_group.q91","mcc.secD_group.q92","mcc.secD_group.q93","mcc.secD_group.q94","mcc.secD_group.q95","mcc.secD_group.q96","mcc.secD_group.q97","mcc.secE_group.q98","mcc.secE_group.q99","mcc.secE_group.q100","mcc.secE_group.q101","mcc.secE_group.q102","mcc.secE_group.q102b","mcc.secE_group.q102c","mcc.secF_group.c1","mcc.secF_group.x1","mcc.secF_group.c6","mcc.secF_group.x3","mcc.secF_group.c11","mcc.secF_group.x5","mcc.secF_group.c13","mcc.secF_group.x7","mcc.secF_group.c16","mcc.secF_group.x9","mcc.secF_group.c2","mcc.secF_group.x11","mcc.secF_group.x13","mcc.secF_group.x18","mcc.secF_group.c3","mcc.secF_group.x21","mcc.secF_group.x23","mcc.secF_group.x28","mcc.secF_group.c4","mcc.secF_group.x31","mcc.secF_group.x33","mcc.secF_group.x38","mcc.secF_group.c5","mcc.secF_group.x41","mcc.secF_group.x43","mcc.secF_group.x44","mcc.secF_group.c7","mcc.secF_group.x51","mcc.secF_group.x48","mcc.secF_group.c8","mcc.secF_group.x61","mcc.secF_group.x62","mcc.secF_group.c9","mcc.secF_group.x71","mcc.secF_group.x73","mcc.secF_group.x78","mcc.secF_group.c10","mcc.secF_group.x81","mcc.secF_group.x83","mcc.secF_group.x88","mcc.secF_group.c12","mcc.secF_group.x91","mcc.secF_group.x93","mcc.secF_group.x98","mcc.secF_group.c14","mcc.secF_group.x101","mcc.secF_group.x103","mcc.secF_group.x108","mcc.secF_group.c15","mcc.secF_group.x111","mcc.secF_group.x113","mcc.secF_group.x118","mcc.secF_group.c17","mcc.secF_group.c18.1","mcc.secF_group.c18.2","mcc.secF_group.c18.3","mcc.secF_group.c18.4","mcc.secF_group.c18.5","mcc.secF_group.c18.6","mcc.secF_group.c19.1","mcc.secF_group.c19.2","mcc.secF_group.c19.3","mcc.secF_group.c19.4","mcc.secF_group.c19.5","mcc.secF_group.c19.6","mcc.secF_group.c19.7","mcc.secF_group.c19.8","mcc.secF_group.c19.96","mcc.secF_group.c154","mcc.secF_group.c155.1","mcc.secF_group.c155.2","mcc.secF_group.c155.3","mcc.secF_group.c155.4","mcc.secF_group.c155.5","mcc.secF_group.c155.96","mcc.secF_group.c155.98","mcc.secF_group.c158","mcc.secF_group.c159","mcc.secF_group.c163","mcc.secF_group.c164","mcc.secF_group.c169x","mcc.secF_group.c169x2","mcc.secF_group.c169x1","mcc.secF_group.c170","mcc.secF_group.c171.1","mcc.secF_group.c171.2","mcc.secF_group.c171.3","mcc.secF_group.c172","mcc.secF_group.c173","mcc.secF_group.c174.1","mcc.secF_group.c174.2","mcc.secF_group.c174.3","mcc.secF_group.c174.4","mcc.secF_group.c174.5","mcc.secF_group.c174.96","mcc.secF_group.c180","mcc.secF_group.c181","mcc.secF_group.c182","mcc.secG_group.f01","mcc.secG_group.f02","mcc.secG_group.f03","mcc.secG_group.f04","mcc.secG_group.f05","mcc.secH_group.g01","mcc.secH_group.g02","mcc.secH_group.g03","mcc.secH_group.g04","mcc.secH_group.g05","mcc.secH_group.g06","mcc.secH_group.g07","mcc.secH_group.g08","mcc.secH_group.g09","mcc.secH_group.g10","mcc.secH_group.g11"
"KIBOGA",NA,NA,NA,NA,NA,1,"Male","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","4","1","1","2","19","2000","0","n/a","3","3","n/a","2850","50","100","07:00:00.000+03:00","1","0","0","0","1","1","2","2","2","9000","2","2","2","2","n/a","1","11:30:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1400","1500","19","1500","0","0","0","0","1500","0","0","1500","3","1","700","2850","19","2850","0","0","0","0","2850","0","0","800","3","4","3","0","0","0","0","2","1","7","2","2","2","0","0","0","200000","0","1","1","2","2","1","1","3","n/a","3","n/a","2","3","500000","2","1","1","900000","2","2","2","1000000","2","3","n/a","n/a","n/a","1","2","2","1","2","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","500000","2","1","1","1200000","2","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","1","False","False","False","False","False","True","False","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","96","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","5"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","2","6","3","2","10","600","16","900","3","1","200","2200","25","90","07:30:00.000+03:00","3","1","0","0","1","1","2","2","1","7000","2","3","2","1","16","1","11:30:00.000+03:00","1","False","False","False","False","True","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","400","18","400","10","999","400","999","400","999","999","1000","1","3","700","1600","30","1600","999","999","999","999","1600","999","999","600","1","1","1","0","0","0","0","1","2","1","1","3","3","0","0","0","600000","0","1","4","2","4","1","4","2","4","3","n/a","2","4","300000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","4","2","2","4","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","4","672000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","False","False","True","True","True","False","False","1","2","6","1","1","1","200000","1","True","True","True","1","1","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","2","1","2","98","2","2","2","2","4","4"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.3","6","1","2","7","1300","999","999","3","3","n/a","2000","5","5","09:00:00.000+03:00","1","0","0","0","1","1","3","4","3","999","3","3","2","2","n/a","1","00:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","999","999","999","999","999","999","999","999","999","999","999","999","999","96","999","999","999","999","999","999","999","999","999","999","999","999","999","0","0","0","0","0","0","4","1","0","2","1","1","0","0","0","150000","0","1","2","2","1","1","1","3","n/a","1","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","4","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","200000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","False","False","False","True","False","False","False","1","2","6","2","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","3","5","1"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Male","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","6","1","1","2","40","2400","0","n/a","1","1","100","4000","50","75","06:00:00.000+03:00","1","3","0","0","1","1","2","2","2","8000","1","1","2","1","40","1","12:30:00.000+03:00","4","True","False","False","True","True","False","False","False","False","False","False","False","False","2","n/a","n/a","1","800","2400","45","2000","1500","500","0","0","0","0","0","800","40","1","900","3000","60","2500","200","300","2000","0","0","0","0","1000","60","9","8","0","0","0","0","4","1","0","2","5","2","0","3","0","500000","0","1","1","2","1","1","1","1","1","1","1","2","1","300000","2","3","n/a","n/a","n/a","2","1","200000","2","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","True","True","False","False","False","False","False","False","False","False","True","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","6","True","False","True","True","False","False","1","1","1","1","4","2","n/a","n/a","1","1","1","2","2","2","2","2","3","2","3"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.3","1","5","1","n/a","n/a","2","1200","3","2","1000","3500","50","100","09:30:00.000+03:00","1","0","0","0","1","1","4","3","2","10000","1","1","1","2","n/a","1","12:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","96","999","999","999","999","999","999","999","999","999","999","999","999","999","96","999","999","999","999","999","999","999","999","999","999","999","999","999","3","3","0","0","0","0","3","1","5","9","2","2","0","0","0","550000","0","1","2","2","2","1","1","3","n/a","1","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","1","200000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","5","2","n/a","n/a","2","2","2","2","2","2","2","2","2","1","1"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","2","6","2","2","30","4000","0","n/a","3","3","n/a","9000","55","95","07:00:00.000+03:00","3","1","0","0","1","2","2","1","1","999","2","3","2","2","n/a","1","11:30:00.000+03:00","3","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1000","6000","25","6000","0","0","0","0","6000","0","0","1100","25","1","700","8000","30","8000","0","0","0","0","8000","0","0","850","1","1","1","0","0","30","0","1","2","3","1","2","2","0","0","0","150000","0","1","2","2","2","1","1","1","2","3","n/a","1","3","2000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","4000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","False","False","False","False","True","False","False","2","2","6","2","2","n/a","n/a","1","True","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","1","3","2","n/a","n/a","1","1","1","2","2","2","1","2","3","4","5"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","1","3","1","2","30","2000","40","3700","3","3","n/a","9000","35","95","08:00:00.000+03:00","1","0","0","0","2","2","4","5","3","24000","2","1","1","1","70","1","11:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1150","2000","25","2000","0","0","0","0","2000","0","0","1350","1","1","700","3000","30","3000","0","0","0","0","3000","0","0","900","1","2","2","0","0","0","0","5","0","0","2","4","4","0","0","0","1300000","0","1","1","1","1","1","2","3","n/a","1","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","4","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","98","2","1","1","400000","1","False","True","True","1","3","True","False","False","False","False","False","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","3","4","3"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","2","3","3","2","50","1500","48","2000","3","3","n/a","6750","45","100","07:30:00.000+03:00","2","0","0","0","2","2","1","1","1","999","2","2","2","1","40","1","11:30:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","1","1","2","1","1100","2500","80","2450","0","0","0","0","2450","0","40","1200","1","1","500","6000","80","6000","0","0","0","0","6000","0","40","600","1","3","2","1","0","7","0","4","1","0","5","3","3","0","0","0","300000","0","1","1","1","1","1","1","3","n/a","1","1","3","n/a","n/a","n/a","1","3","50000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","4","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","6","2","2","n/a","n/a","1","False","True","True","1","1","False","False","False","True","False","False","1","1","1","1","4","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","3"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","3","1","1","2","30","2800","0","n/a","3","3","n/a","3450","40","95","08:00:00.000+03:00","2","0","0","0","1","1","1","2","2","6000","2","2","1","2","n/a","1","11:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1400","1500","30","1500","0","0","0","0","1500","0","0","1600","1","3","1200","3000","30","3000","0","0","0","0","3000","0","0","999","1","1","1","0","0","3","0","1","1","1","1","2","2","0","0","0","999","0","1","1","2","2","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","3","6","1","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","6","2","n/a","n/a","1","2","2","1","2","2","2","2","2","4","3"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","3","2","2","2","39","3000","0","n/a","3","3","n/a","10000","65","100","07:30:00.000+03:00","2","0","0","0","1","1","2","2","2","13000","2","2","1","2","n/a","1","11:00:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1200","2000","20","2000","0","0","0","0","2000","0","0","1600","2","3","900","3400","34","4000","0","0","0","0","4000","0","0","1500","2","4","2","0","0","0","0","6","4","1","2","6","0","0","0","0","3000000","0","1","2","2","3","3","n/a","3","n/a","3","n/a","2","1","500000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","2","2","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","60000","2","3","n/a","n/a","n/a","1","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","3","6","1","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","5","2","n/a","n/a","1","1","1","2","2","2","2","2","2","1","3"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Male","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","11","3","5","1","n/a","n/a","36","1800","3","2","150","5000","85","100","08:00:00.000+03:00","1","3","0","0","0","0","4","2","2","20000","3","3","2","2","n/a","1","10:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","3","1000","1850","36","1850","0","0","0","0","1850","0","0","1250","1","3","800","4800","36","4800","0","0","0","0","4800","0","0","1150","1","80","65","15","0","0","3","15","1","0","5","4","4","0","1","0","200000","0","1","1","1","3","1","1","1","3","3","n/a","3","n/a","n/a","n/a","2","3","200000","2","2","2","250000","2","3","n/a","n/a","n/a","1","3","2","2","3","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","600000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","False","False","False","False","True","False","False","True","False","False","False","False","False","False","False","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","2","1","1","1","1","10000","1","False","True","True","1","5","False","False","False","False","False","True","1","1","1","1","3","2","n/a","n/a","1","1","1","2","2","2","2","2","2","2","4"
"KIRUHURA",NA,NA,NA,NA,NA,1,"Male","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treasurer_accountant","9","1","6","2","33","2500","0","n/a","3","1","500","5000","60","30","07:00:00.000+03:00","0","3","0","0","1","1","2","2","2","15000","2","1","3","2","n/a","2","11:00:00.000+03:00","4","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","900","3000","25","3000","0","0","0","0","3000","0","0","900","2","3","1200","1500","10","1500","0","0","0","0","1500","0","0","1400","2","75","75","0","0","0","0","3","2","0","0","6","6","0","0","0","300000","0","1","3","1","1","3","n/a","2","1","3","n/a","2","1","500000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","1","600000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","3","2","n/a","n/a","2","2","2","2","2","2","2","2","4","4","2"
"KIRUHURA",NA,NA,NA,NA,NA,2,"n/a","n/a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.6","1","2","2","10","2000","0","n/a","3","3","n/a","5500","45","70","08:30:00.000+03:00","0","0","0","0","2","2","2","1","1","999","2","2","2","2","n/a","1","13:30:00.000+03:00","3","False","False","True","False","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1200","1800","14","1800","0","0","0","0","1800","0","0","999","2","1","1100","2800","14","2800","0","0","2","0","0","0","0","999","2","2","2","0","0","0","0","1","1","0","0","2","2","0","0","0","400000","0","1","3","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","200000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","2","n/a","2","n/a","n/a","2","2","2","2","2","2","2","2","1","1","5"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Female","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","3","6","4","2","11","500","14","15000","3","3","n/a","25000","60","80","09:00:00.000+03:00","0","2","0","0","2","4","2","0","0","999","2","2","2","1","7","1","00:00:00.000+03:00","3","False","False","False","False","True","False","False","False","False","False","False","False","False","2","n/a","n/a","4","800","14000","20","14000","0","0","0","0","14000","0","0","999","1","4","550","20000","24","20000","0","0","0","0","20000","0","0","999","1","1","1","0","0","0","0","16","1","3","1","17","13","4","0","0","250000","350000","1","2","2","2","1","1","3","n/a","3","n/a","3","n/a","n/a","n/a","2","1","21000000","2","1","1","0","2","3","n/a","n/a","n/a","3","n/a","n/a","2","3","1","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","2","132000000","2","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","False","False","True","True","True","False","False","3","n/a","n/a","n/a","2","n/a","n/a","1","True","True","True","1","2","True","False","False","False","False","False","1","1","1","1","3","2","n/a","n/a","1","2","1","2","1","2","2","2","3","3","3"
"KYANKWANZI",NA,NA,NA,NA,NA,1,"Male","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","2","1","3","2","20","1000","8","800","3","3","n/a","3500","50","80","07:00:00.000+03:00","3","3","0","0","1","1","1","1","1","3500","1","1","2","1","20","1","12:00:00.000+03:00","4","False","False","False","True","False","False","False","False","False","False","False","False","False","2","n/a","n/a","1","1400","1400","40","1200","0","50","0","0","1100","0","0","1200","20","3","750","2400","60","150","0","30","0","0","2250","0","0","750","50","10","10","0","0","40","0","10","1","0","2","6","6","0","0","0","600000","0","1","3","1","2","1","1","3","n/a","3","n/a","1","2","999","2","1","2","999","2","1","2","999","2","3","n/a","n/a","n/a","1","2","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","2","999","2","1","2","999","2","3","n/a","n/a","n/a","1","True","True","True","False","False","False","False","False","False","False","False","False","False","False","True","1","True","False","True","True","False","False","False","1","3","6","2","1","3","400000","1","False","True","True","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","1","1","1","1","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","4"
"NAKASEKE",NA,NA,NA,NA,NA,1,"Male","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manager","0.75","1","3","2","7","600","0","n/a","3","3","n/a","5000","20","45","11:00:00.000+03:00","2","0","0","0","2","1","1","0","1","8500","2","2","3","2","n/a","1","12:00:00.000+03:00","3","False","True","False","False","False","False","False","False","False","False","False","True","False","2","n/a","n/a","1","600","1200","5","500","0","0","500","0","0","0","0","999","1","1","750","1500","10","1500","0","0","1500","0","0","0","0","999","1","2","2","0","0","0","0","1","2","2","2","2","2","0","0","0","200000","0","1","2","2","3","3","n/a","3","n/a","3","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","2","3","2","3","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","3","n/a","n/a","n/a","1","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","2","False","False","False","True","False","False","False","3","n/a","n/a","n/a","2","n/a","n/a","1","False","True","True","1","2","True","False","False","False","False","False","1","1","1","1","6","2","n/a","n/a","2","2","2","2","2","2","2","2","2","2","2"
