"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c01","c02","c03","c04","c04a","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.1","c07.4","c07.5","c07.6","c07.7","c07.8","c07.99","c07.11","c07.12","c07.13","c07.14","c07.15","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e08","e09","e10","e11","e12","e12.1","e12.2","e12.3","e12.4","e12.99","e12a","e13","e14","e15","e16","e17","e17.1","e17.2","e17.3","e17.4","e17.99","e17a","e18","e18a","e19","e20","f01_dry","f01_rain","f01","f02_dry","f02_rain","f02","f02_calc","f04","f04_other","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11d","f11e","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15","e21","e22","e23","e24","e25","e26","e27","e28","f11c_other"
"797","2020-11-28","Western","MASINDI","F_1181","",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,0,20,3650,"Liters",20,20,7300,1,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,4,NA,1,"5 4",0,0,0,1,1,0,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,15,2737.5,15,15,5475,1,1,"",2,1,1,1,1,1,2,2,2,2,2,2,99,0,2,2,2,2,2,2,2,2,4,1,"3 4 2",0,1,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","2020-12-07","Western","NAKASEKE","F_1560","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,30,2,20,30,9125,"Liters",30,50,14600,0.6,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,5,2,6,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,99,"money lender",1,4,"",99,2,NA,1,1,2,3,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,20,5475,20,40,10950,1,1,"",4,2,2,1,1,1,2,2,2,2,2,3,4,10,1,1,1,2,1,1,2,2,2,2,"",NA,NA,NA,NA,NA,"",1,"99",0,0,0,1,"Mask",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","2020-11-26","Western","NAKASEKE","F_1549","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,140,2,120,140,47450,"Liters",100,110,38325,-0.192307692307692,"1 6 8",1,0,0,1,0,1,0,NA,NA,NA,NA,NA,"",2,1,4,0,3,2,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,1,1,4,2,"3 4 1",1,0,1,1,0,"",1,1,4,2,"2 4",0,1,0,1,0,"",3,"",4,2,100,120,40150,80,90,31025,-0.227272727272727,99,"Some are animals are nolonger in milking process",4,2,2,1,1,2,2,2,2,1,2,3,5,0,1,1,1,2,1,1,2,2,4,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","2020-12-07","Western","KYANKWANZI","F_870","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,40,70,20075,"Liters",27,80,19527.5,-0.027272727272727,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,15,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,30,60,16425,20,70,16425,0,NA,"",3,2,2,1,1,1,2,2,2,1,1,2,2,0,1,1,1,1,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",1,"99",0,0,0,1,"Mosquito nets",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","2020-11-30","Western","MASINDI","F_960","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,16,2,8,14,4015,"Liters",10,14,4380,0.090909090909091,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,5,10,2737.5,7,10,3102.5,0.133333333333333,1,"",3,1,1,2,2,NA,2,2,2,2,1,2,3,0,2,1,2,1,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","2020-11-26","Western","KIBOGA","F_353","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Coffee","Coffee",NA,999,2,10,20,5475,"Liters",10,0,1825,-0.666666666666667,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,5,0,0,0,5,NA,2,"5",0,0,0,0,1,0,"",1,3,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,5,15,3650,5,0,912.5,-0.75,1,"",5,4,4,1,1,1,2,2,2,2,2,3,4,10,2,2,2,2,2,2,2,2,5,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2020-11-26","Western","KIRUHURA","F_262","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,40,3,50,180,41975,"Liters",60,50,20075,-0.521739130434783,"1 7 6",1,0,0,1,1,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,3,0,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",1,99,"money lender",4,1,43,1,1,2,3,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,40,170,38325,50,40,16425,-0.571428571428571,1,"",4,1,1,2,2,NA,2,2,2,2,2,3,4,0,1,1,1,2,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","2020-12-01","Western","KIRUHURA","F_177","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,125,190,57487.5,"Liters",70,140,38325,-0.333333333333333,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Cows nolonger produce milk",3,1,3,1,2,0,4,NA,1,"3",0,0,1,0,0,0,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,100,170,49275,50,120,31025,-0.37037037037037,1,"",4,1,1,2,2,NA,2,1,2,1,2,2,5,0,1,1,1,1,1,2,2,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","2020-11-24","Western","KIBOGA","F_1075","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,2,2,2,5,1277.5,"Liters",4,6,1825,0.428571428571429,"7",0,0,0,0,1,0,0,NA,NA,NA,NA,NA,"",3,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,"",3,NA,1,3,730,0,0,0,-1,3,"",4,3,NA,2,NA,NA,2,2,2,1,2,5,5,0,2,1,2,2,2,2,2,2,5,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","2020-11-26","Western","KIRUHURA","F_152","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,60,2,50,100,27375,"Liters",10,40,9125,-0.666666666666667,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",2,1,2,0,0,0,5,NA,1,"99",0,0,0,0,0,1,"Children are at home",2,NA,"",2,NA,"",3,1,42,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,40,90,23725,0,30,5475,-0.769230769230769,1,"",2,2,2,1,1,1,2,2,2,2,2,3,5,0,2,2,2,2,2,2,2,2,5,1,"2",0,1,0,0,0,"",4,"",NA,NA,NA,NA,"",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","2020-11-24","Western","KYANKWANZI","F_533","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,17,2,16,16,5840,"Liters",5,5,1825,-0.6875,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Fewer cows",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,0,0,0,0,0,NA,NA,"",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,3,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","2020-11-25","Western","KIBOGA","F_1063","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,1000,2,15,20,6387.5,"Liters",15,30,8212.5,0.285714285714286,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,3,0,15,0,4,NA,1,"3",0,0,1,0,0,0,"",1,1,"",2,NA,"",2,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,1,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,15,4562.5,10,20,5475,0.2,1,"",4,2,2,2,2,NA,2,1,2,2,1,3,5,0,1,2,1,1,1,1,2,2,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","2020-11-30","Western","NAKASEKE","F_1445","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,8,2,5,7,2190,"Liters",3,5,1460,-0.333333333333333,"1 6 8",1,0,0,1,0,1,0,NA,NA,NA,NA,NA,"",3,1,1,0,3,3,4,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,1,20,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",4,2,0,0,0,0,0,0,NA,NA,"",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,5,0,1,1,1,2,1,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","2020-12-02","Western","KIBOGA","F_424","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,60,100,29200,"Liters",70,110,32850,0.125,"1 6 5 8",1,0,1,1,0,1,0,NA,NA,NA,NA,NA,"",1,1,2,0,0,0,2,NA,1,"4 5",0,0,0,1,1,0,"",1,1,"",1,3,"",2,1,25,2,1,NA,3,"",NA,NA,NA,NA,NA,"",1,1,2,1,"4 3",0,0,1,1,0,"",4,"",3,NA,55,95,27375,65,105,31025,0.133333333333333,1,"",2,2,2,1,1,1,2,1,1,1,1,3,2,0,1,1,1,1,1,1,1,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","2020-11-26","Western","KIBOGA","F_458","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,80,2,200,400,109500,"Liters",150,400,100375,-0.083333333333333,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,10,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,500,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",2,"",3,NA,190,390,105850,140,390,96725,-0.086206896551724,NA,"",2,2,2,1,1,3,1,1,1,1,1,3,2,10,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","2020-11-29","Western","MASINDI","F_1040","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,10,15,4562.5,"Liters",0,7,1277.5,-0.72,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",1,4,"",2,NA,"",4,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,5,10,2737.5,0,4,730,-0.733333333333333,99,"Sold off some of the cows",3,4,4,1,1,3,2,2,2,2,1,2,5,50,1,1,1,1,1,1,1,2,5,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","2020-12-01","Western","MASINDI","F_1286","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,70,220,52925,"Liters",280,150,78475,0.482758620689655,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",1,1,3,0,0,0,4,NA,1,"4",0,0,0,1,0,0,"",1,3,"",1,3,"",3,1,25,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",4,2,67,200,48727.5,250,140,71175,0.460674157303371,1,"",4,3,3,2,2,NA,2,2,2,2,1,4,5,0,1,1,1,1,2,2,2,2,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","2020-11-25","Western","KIBOGA","F_441","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,38,2,15,38,9672.5,"Liters",20,15,6387.5,-0.339622641509434,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,25,6387.5,15,10,4562.5,-0.285714285714286,2,"",2,3,2,2,2,NA,2,2,2,2,2,2,5,0,1,2,1,2,1,1,2,2,5,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","2020-11-25","Western","KYANKWANZI","F_537","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,130,2,50,140,34675,"Liters",60,150,38325,0.105263157894737,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,1,"4",0,0,0,1,0,"",3,"",4,1,50,140,34675,60,150,38325,0.105263157894737,2,"",3,4,4,1,1,1,1,1,2,1,2,3,2,0,2,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","2020-11-25","Western","KYANKWANZI","F_558","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Milk",2,40,2,10,30,7300,"Liters",20,30,9125,0.25,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"More rains",3,1,1,0,3,0,4,NA,1,"3",0,0,1,0,0,0,"",1,5,"",1,5,"",2,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,35,8212.5,15,30,8212.5,0,NA,"",5,1,1,2,2,NA,2,2,2,2,1,1,4,0,1,1,1,2,2,1,1,1,5,1,"2 3",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","2020-12-01","Western","NAKASEKE","F_1344","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,220,200,76650,"Liters",280,150,78475,0.023809523809524,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,1,0,4,NA,2,"4",0,0,0,1,0,0,"",1,3,"",1,3,"",3,1,25,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",4,2,200,180,69350,270,140,74825,0.078947368421053,NA,"",4,2,2,2,2,NA,2,2,2,2,2,3,5,0,1,1,1,1,1,1,1,1,5,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","2020-12-01","Western","NAKASEKE","F_1435","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,25,40,11862.5,"Liters",45,20,11862.5,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,4,NA,1,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",2,1,15,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,20,35,10037.5,40,15,10037.5,0,NA,"",3,2,2,1,1,3,2,2,2,2,1,4,5,3,1,1,1,2,1,2,2,2,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","2020-11-26","Western","MBARARA","F_107","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Bananas","Bananas",NA,999,2,20,30,9125,"Liters",20,30,9125,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,17,27,8030,17,27,8030,0,NA,"",3,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","2020-11-27","Western","MASINDI","F_1238","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,20,40,10950,"Liters",25,50,13687.5,0.25,"8",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,"",2,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,30,7300,15,40,10037.5,0.375,2,"",3,4,4,2,2,NA,2,2,2,2,2,3,2,50,2,1,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","2020-11-26","Western","KYANKWANZI","F_706","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Other commodity","Milk",3,20,2,0,0,0,"Liters",20,20,7300,NA,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"I had no cows last year",3,2,NA,NA,NA,NA,NA,1,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",1,3,"",2,1,30,1,1,2,3,"",NA,NA,NA,NA,NA,"",2,1,NA,3,"",NA,NA,NA,NA,NA,"",4,"",3,NA,0,0,0,15,15,5475,NA,99,"Had fewer cows",2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,99,99,0,2,1,1,2,1,2,1,2,5,1,"3 4 2",0,1,1,1,0,"",4,"",NA,NA,NA,NA,"",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","2020-12-03","Western","KYANKWANZI","F_622","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,15,30,8212.5,"Liters",15,30,8212.5,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,10,25,6387.5,10,25,6387.5,0,NA,"",2,1,2,1,1,2,2,2,2,2,1,1,1,99,2,2,2,2,2,2,2,2,2,1,"99",0,0,0,0,1,"We no longer spend much on social events",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","2020-11-26","Western","KYANKWANZI","F_596","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,15,25,7300,"Liters",15,20,6387.5,-0.125,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",1,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,2,1,NA,3,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,11,12,4197.5,11,16,4927.5,0.173913043478261,2,"",3,4,4,1,1,3,1,2,2,1,2,3,2,40,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","2020-11-28","Western","MASINDI","F_1078","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Maize","Maize",NA,999,2,70,120,34675,"Liters",100,60,29200,-0.157894736842105,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Sold over 50 cows to buy land",3,1,2,0,0,0,4,NA,1,"5",0,0,0,0,1,0,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,60,110,31025,90,50,25550,-0.176470588235294,3,"",5,2,2,1,1,3,2,2,2,2,2,4,5,0,1,1,1,1,1,1,1,1,5,1,"2 3 4",0,1,1,1,0,"",4,"",NA,NA,NA,NA,"",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","2020-11-26","Western","MASINDI","F_1334","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,40,80,21900,"Liters",30,50,14600,-0.333333333333333,"8 6",0,0,0,1,0,1,0,NA,NA,NA,NA,NA,"",3,1,5,0,0,0,2,NA,1,"5 3",0,0,1,0,1,0,"",2,NA,"",2,NA,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",2,1,NA,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,40,70,20075,10,45,10037.5,-0.5,3,"",3,2,2,2,2,NA,2,2,1,2,1,3,5,0,1,2,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
