"","today","region","district","hh_id","shed","a13","b01","b02","b02.1","b02.2","b02.3","b02.4","b02.5","b02.6","b02.7","b02.99","b03","b04","b05","b06","b07","b08","b09","b10","b11","b12","b13","b14","b14a","b15","b16","c01","c02","c03","c04","c04a","c05_dry","c05_rain","c05","c05a","c06_dry","c06_rain","c06","c06calc","c07","c07.1","c07.4","c07.5","c07.6","c07.7","c07.8","c07.99","c07.11","c07.12","c07.13","c07.14","c07.15","c07a","c08","d01","d02","d03","d04","d05","d06","d06a","d07","d08","d08.1","d08.2","d08.3","d08.4","d08.5","d08.99","d08a","e01","e02","e02a","e03","e04","e04a","e05","e06","e07","e08","e09","e10","e11","e12","e12.1","e12.2","e12.3","e12.4","e12.99","e12a","e13","e14","e15","e16","e17","e17.1","e17.2","e17.3","e17.4","e17.99","e17a","e18","e18a","e19","e20","f01_dry","f01_rain","f01","f02_dry","f02_rain","f02","f02_calc","f04","f04_other","f05","f06","f07","f08","f09","f10","f11a","f11b","f11c","f11d","f11e","f12","f13","f14","g01","g02","g03","g04","g05","g06","g07","g08","g09","g10","g11","g11.1","g11.2","g11.3","g11.4","g11.99","g11a","g12","g13","g13.1","g13.2","g13.3","g13.99","g13a","g14","g15","e21","e22","e23","e24","e25","e26","e27","e28","f11c_other"
"312","2020-11-28","Western","KYANKWANZI","F_472","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,15,25,7300,"Liters",20,25,8212.5,0.125,"7 1 8",1,0,0,0,1,1,0,NA,NA,NA,NA,NA,"",2,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,2,"4",0,0,0,1,0,"",3,"",4,2,10,20,5475,15,20,6387.5,0.166666666666667,1,"",4,1,1,1,1,1,2,2,2,2,2,4,5,0,2,2,1,2,2,2,2,2,4,1,"3 4",0,0,1,1,0,"",6,"1",1,0,0,0,"",2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-11-30","Western","NAKASEKE","F_1399","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,200,230,78475,"Liters",100,100,36500,-0.534883720930232,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",4,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",99,NA,180,210,71175,80,80,29200,-0.58974358974359,1,"",4,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,4,1,"3",0,0,1,0,0,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-11-24","Western","KIBOGA","F_431","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Coffee",3,3,2,0,4.5,821.25,"Liters",2.5,3,1003.75,0.222222222222222,"6 1",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,5,NA,1,"4",0,0,0,1,0,0,"",1,4,"",2,NA,"",1,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,3,547.5,1.5,2,638.75,0.166666666666667,1,"",3,4,4,2,2,NA,2,2,2,2,1,3,99,0,2,1,1,2,2,2,1,2,99,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-11-30","Western","MASINDI","F_1011","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-12-01","Western","NAKASEKE","F_1392","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,10,12,4015,"Liters",20,13,6022.5,0.5,"7 6",0,0,0,1,1,0,0,NA,NA,NA,NA,NA,"",3,1,3,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",1,5,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,6,10,2920,18,10,5110,0.75,1,"",2,2,1,2,2,NA,2,2,2,2,2,3,4,0,1,1,1,2,1,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-12-03","Western","NAKASEKE","F_1383","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2020-12-02","Western","NAKASEKE","F_1409","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,15,6,3832.5,"Liters",10,10,3650,-0.047619047619048,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,99,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,3,2372.5,8,8,2920,0.230769230769231,2,"",3,2,2,2,2,NA,2,2,1,1,1,3,5,0,2,1,1,2,1,1,2,2,5,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2020-12-02","Western","NAKASEKE","F_1496","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,6,7.5,2463.75,"Liters",10,3.5,2463.75,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,3,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,5,"",2,NA,"",99,1,35,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",99,"market",99,NA,5,7,2190,8,3,2007.5,-0.083333333333333,NA,"",4,3,3,2,2,NA,2,2,2,2,2,99,5,50,2,1,2,2,2,2,2,2,4,2,"",NA,NA,NA,NA,NA,"",99,"2",0,1,0,0,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-11-30","Western","NAKASEKE","F_1393","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,40,70,20075,"Liters",90,20,20075,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,2,0,3,1,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",1,3,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,30,50,14600,60,15,13687.5,-0.0625,NA,"",5,1,1,1,1,2,2,2,2,2,1,2,5,1,2,1,1,1,1,2,2,2,2,1,"3",0,0,1,0,0,"",4,"",NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-11-26","Western","KIRUHURA","F_88","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,30,50,14600,"Liters",30,50,14600,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,6,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,1,30,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,20,40,10950,20,40,10950,0,NA,"",3,2,2,1,1,1,2,2,2,2,2,3,3,0,2,2,2,2,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2020-11-30","Western","NAKASEKE","F_1395","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,80,180,47450,"Liters",70,140,38325,-0.192307692307692,"8",0,0,0,0,0,1,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,60,160,40150,50,120,31025,-0.227272727272727,2,"",2,2,2,1,1,3,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,5,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-11-26","Western","KIRUHURA","F_128","SW",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,40,2,10,30,7300,"Liters",5,20,4562.5,-0.375,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Few cows in labour",2,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",2,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,5,25,5475,5,15,3650,-0.333333333333333,1,"",3,2,2,1,1,1,2,2,2,2,2,3,5,0,1,2,2,2,1,2,2,2,4,1,"3",0,0,1,0,0,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-11-24","Western","KYANKWANZI","F_588","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,40,2,20,40,10950,"Liters",18,30,8760,-0.2,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,5,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,18,40,10585,17,28,8212.5,-0.224137931034483,99,"It has been like that dince",5,2,2,1,1,1,2,2,2,2,2,3,5,0,1,1,1,1,1,1,1,1,5,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-11-24","Western","KYANKWANZI","F_564","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Beans",1,100,2,40,80,21900,"Liters",60,80,25550,0.166666666666667,"1 5",1,0,1,0,0,0,0,NA,NA,NA,NA,NA,"",1,1,9,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,5,"",2,NA,"",2,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",4,1,30,80,20075,40,70,20075,0,NA,"",1,2,2,2,2,NA,2,2,2,2,2,4,3,0,1,1,2,2,2,1,1,1,2,1,"2",0,1,0,0,0,"",4,"",NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-11-24","Western","KYANKWANZI","F_647","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,6,2,13,20,6022.5,"Liters",15,22,6752.5,0.121212121212121,"4 7",0,1,0,0,1,0,0,NA,NA,NA,NA,NA,"",2,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,1,"",1,1,"",2,1,40,2,1,NA,1,"3 4",0,0,1,1,0,"",1,1,4,1,"2 3",0,1,1,0,0,"",4,"",2,3,13,18,5657.5,0,18,3285,-0.419354838709677,3,"",2,2,2,1,1,1,2,2,1,2,2,2,1,0,1,1,1,1,1,1,2,2,4,1,"3 4",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-11-24","Western","KYANKWANZI","F_839","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,100,2,40,60,18250,"Liters",60,100,29200,0.6,"6 1",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",1,1,2,0,1,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,1,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,20,40,10950,0,80,14600,0.333333333333333,3,"",3,3,3,1,2,NA,2,2,2,2,2,3,99,10,1,1,1,1,1,1,1,1,4,1,"4 3",0,0,1,1,0,"",4,"",NA,NA,NA,NA,"",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-12-05","Western","NAKASEKE","F_1576","",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,25,25,9125,"Liters",25,30,10037.5,0.1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,20,20,7300,20,25,8212.5,0.125,1,"",4,1,1,1,1,1,2,2,2,2,2,3,99,0,2,2,1,1,2,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-11-25","Western","KYANKWANZI","F_720","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,20,35,10037.5,"Liters",20,25,8212.5,-0.181818181818182,"4 6",0,1,0,1,0,0,0,NA,NA,NA,NA,NA,"",1,1,0,0,2,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,1,30,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,2,1,"3 4",0,0,1,1,0,"",3,"",3,NA,15,30,8212.5,0,20,3650,-0.555555555555556,3,"",5,1,1,2,2,NA,2,2,2,2,2,4,5,0,2,1,1,2,1,2,2,2,5,1,"3 2",0,1,1,0,0,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-12-01","Western","KIRUHURA","F_14","",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Coffee","Milk",3,10,2,10,20,5475,"Liters",10,10,3650,-0.333333333333333,"99",0,0,0,0,0,0,1,NA,NA,NA,NA,NA,"Nolonger producing milk because some are pregnant and others,their calves have grown so they can not be milked .",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,1,40,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",2,3,5,15,3650,5,5,1825,-0.5,99,"Cows not being milked",2,2,2,1,1,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2020-12-02","Western","NAKASEKE","F_1522","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,20,40,10950,"Liters",30,60,16425,0.5,"1 7",1,0,0,0,1,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",1,99,"village saving group",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,2,"4",0,0,0,1,0,"",3,"",3,NA,15,35,9125,25,55,14600,0.6,1,"",2,2,2,2,2,NA,2,1,1,1,1,3,1,0,1,1,1,2,1,1,2,2,2,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2020-11-24","Western","KYANKWANZI","F_589","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-12-07","Western","NAKASEKE","F_1605","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,5,20,4562.5,"Liters",5,0,912.5,-0.8,"1",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,"",3,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,4,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,15,2737.5,0,0,0,-1,1,"",4,1,NA,2,NA,NA,2,2,2,2,2,2,5,0,1,1,1,2,2,2,2,2,5,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-12-03","Western","NAKASEKE","F_1602","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,15,25,7300,"Liters",15,10,4562.5,-0.375,"6",0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,2,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,2,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,20,5475,10,8,3285,-0.4,1,"",4,2,2,1,1,3,2,2,2,1,2,3,4,0,2,2,2,2,2,2,2,2,4,1,"3",0,0,1,0,0,"",4,"",NA,NA,NA,NA,"",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-11-28","Western","MASINDI","F_1169","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,20,25,8212.5,"Liters",20,45,11862.5,0.444444444444444,"1 6",1,0,0,1,0,0,0,NA,NA,NA,NA,NA,"",3,1,0,0,2,0,2,NA,3,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,1,1,2,3,"",NA,NA,NA,NA,NA,"",1,1,1,3,"",NA,NA,NA,NA,NA,"",3,"",3,NA,10,20,5475,10,20,5475,0,NA,"",3,2,2,1,1,1,2,2,2,1,2,3,99,0,1,1,1,2,1,1,2,2,99,2,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-11-30","Western","NAKASEKE","F_1545","C",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-12-07","Western","NAKASEKE","F_1380","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,200,120,58400,"Liters",200,100,54750,-0.0625,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,4,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",99,2,NA,1,1,3,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,190,110,54750,190,90,51100,-0.066666666666667,NA,"",3,2,2,1,1,1,2,2,2,2,2,1,4,0,2,1,1,2,2,2,2,2,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-11-24","Western","KYANKWANZI","F_592","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,20,2,5,8,2372.5,"Liters",5,8,2372.5,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,0,0,0,3,NA,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,1,1,4,1,"4",0,0,0,1,0,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",4,3,0,0,0,0,0,0,NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,0,1,1,1,1,1,1,1,1,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-11-24","Western","KYANKWANZI","F_649","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,3,2,10,10,3650,"Liters",10,10,3650,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,2,NA,NA,NA,NA,NA,2,NA,"",NA,NA,NA,NA,NA,NA,"",2,NA,"",2,NA,"",3,2,NA,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",3,"",3,NA,0,0,0,0,0,0,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0,1,1,1,1,1,1,1,1,4,1,"4",0,0,0,1,0,"",4,"",NA,NA,NA,NA,"",5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-02","Western","KIBOGA","F_422","C",1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","Milk","Milk",NA,999,2,60,100,29200,"Liters",70,100,31025,0.0625,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,2,0,0,0,2,NA,2,"4",0,0,0,1,0,0,"",2,NA,"",2,NA,"",3,1,200,2,2,NA,NA,"",NA,NA,NA,NA,NA,"",1,1,3,NA,"",NA,NA,NA,NA,NA,"",2,"",3,NA,50,90,25550,60,90,27375,0.071428571428572,NA,"",4,1,1,1,1,1,2,1,1,1,1,3,2,3,1,1,1,1,1,2,2,2,3,NA,"",NA,NA,NA,NA,NA,"",4,"",NA,NA,NA,NA,"",4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
